# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles:ppp'
# Event count (approx.): 21822785868
#
# Overhead  Command          Shared Object                            Symbol                                                                                                                                                                                                                                        
# ........  ...............  .......................................  ..............................................................................................................................................................................................................................................
#
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] 0x0000000000039fec
     0.00%  chrome           libc-2.27.so                             [.] __memset_avx2_unaligned_erms
     0.00%  gnome-shell      libc-2.27.so                             [.] __mpn_construct_double
     0.00%  chrome           chrome                                   [.] 0x0000000002b4c108
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] 0x0000000000027a7e
     0.00%  chrome           chrome                                   [.] 0x00000000019b0bed
     0.00%  gnome-shell      libmutter-2.so.0.0.0                     [.] meta_actor_painting_untransformed
     0.00%  TaskSchedulerFo  [kernel.kallsyms]                        [k] __call_rcu.constprop.69
     0.00%  chrome           libc-2.27.so                             [.] __clock_gettime
     0.00%  Web Content      libxul.so                                [.] 0x0000000003d43190
     0.00%  gnome-shell      i965_dri.so                              [.] 0x0000000000492464
     0.00%  chrome           perf-21365.map                           [.] 0x00003ec573bcdbf2
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_list_prepend
     0.00%  chrome           [kernel.kallsyms]                        [k] sock_recvmsg
     0.00%  gnome-shell      libGLdispatch.so.0.0.0                   [.] 0x000000000005748b
     0.00%  chrome           chrome                                   [.] 0x0000000001bdac0a
     0.00%  chrome           chrome                                   [.] 0x0000000006e534a0
     0.00%  chrome           chrome                                   [.] 0x00000000037a6853
     0.00%  Chrome_ChildIOT  libevent-2.1.so.6.0.2                    [.] event_base_loop
     0.00%  gnome-shell      libdconfsettings.so                      [.] 0x000000000000687d
     0.00%  Web Content      libxul.so                                [.] 0x00000000008a2571
     0.00%  Web Content      libxul.so                                [.] 0x00000000042b2f1a
     0.00%  node             node                                     [.] _ZN2v88internal8Builtins6IsLazyEi
     0.00%  xtl-netreq-4     dropbox                                  [.] vgetargs1
     0.00%  chrome           chrome                                   [.] 0x00000000034419ca
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] 0x000000000001fe69
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] vfs_read
     0.00%  sleep            [kernel.kallsyms]                        [k] up_write
     0.00%  gnome-shell      libc-2.27.so                             [.] getenv
     0.00%  Web Content      firefox                                  [.] calloc
     0.00%  TaskSchedulerFo  [kernel.kallsyms]                        [k] unmap_page_range
     0.00%  gnome-shell      libst-1.0.so                             [.] 0x0000000000035d12
     0.00%  gnome-shell      [kernel.kallsyms]                        [k] mutex_lock
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] clutter_paint_node_get_type
     0.00%  chrome           chrome                                   [.] 0x0000000003c1bcb0
     0.00%  WebExtensions    libxul.so                                [.] 0x0000000003fb78f9
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000002552f73
     0.00%  pgrep            ld-2.27.so                               [.] __GI___sigsetjmp
     0.00%  Compositor       libpthread-2.27.so                       [.] pthread_cond_wait@@GLIBC_2.3.2
     0.00%  gnome-shell      i965_dri.so                              [.] 0x0000000000199041
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] _cogl_context_get_default
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_mutex_lock
     0.00%  sleep            libc-2.27.so                             [.] __strtod_l
     0.00%  chrome           chrome                                   [.] 0x0000000003efebb0
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x0000000000721f57
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001be1c3a
     0.00%  chrome           chrome                                   [.] 0x0000000002b5fb7d
     0.00%  chrome           libc-2.27.so                             [.] __poll
     0.00%  chrome           chrome                                   [.] 0x0000000006769de0
     0.00%  perf             [kernel.kallsyms]                        [k] __es_insert_extent
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] update_curr
     0.00%  perf             [kernel.kallsyms]                        [k] wait_for_stable_page
     0.00%  chrome           [vdso]                                   [.] __vdso_gettimeofday
     0.00%  chrome           [kernel.kallsyms]                        [k] copy_user_generic_unrolled
     0.00%  xtl-netreq-4     dropbox                                  [.] _Py_CheckFunctionResult
     0.00%  Web Content      libpthread-2.27.so                       [.] __pthread_enable_asynccancel
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] 0x00000000000cab0e
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_strconcat
     0.00%  gnome-shell      libglib-2.0.so.0.5600.3                  [.] g_unichar_get_script
     0.00%  gnome-shell      libgobject-2.0.so.0.5600.3               [.] g_signal_has_handler_pending
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] clutter_paint_volume_set_height
     0.00%  chrome           chrome                                   [.] 0x0000000003ef8a62
     0.00%  chrome           chrome                                   [.] 0x00000000081a4c40
     0.00%  Web Content      libxul.so                                [.] 0x000000000106a2df
     0.00%  gnome-terminal-  libgobject-2.0.so.0.5600.3               [.] g_type_check_instance_is_a
     0.00%  Timer            libxul.so                                [.] 0x00000000008f9d75
     0.00%  chrome           chrome                                   [.] 0x0000000007695bf0
     0.00%  Web Content      libxul.so                                [.] 0x0000000002c40b30
     0.00%  chrome           [kernel.kallsyms]                        [k] unix_stream_recvmsg
     0.00%  Chrome_ChildIOT  libc-2.27.so                             [.] cfree@GLIBC_2.2.5
     0.00%  chrome           chrome                                   [.] 0x0000000003f04dc0
     0.00%  chrome           chrome                                   [.] free
     0.00%  Web Content      [kernel.kallsyms]                        [k] update_load_avg
     0.00%  gnome-shell      libgobject-2.0.so.0.5600.3               [.] g_type_interface_peek
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] 0x0000000000052f17
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] cogl_attribute_get_buffer
     0.00%  chrome           chrome                                   [.] 0x0000000001a698fc
     0.00%  chrome           [kernel.kallsyms]                        [k] get_page_from_freelist
     0.00%  chrome           chrome                                   [.] 0x0000000001c12fff
     0.00%  Web Content      libglib-2.0.so.0.5600.3                  [.] 0x000000000004c427
     0.00%  gnome-shell      libmutter-clutter-2.so                   [.] g_hash_table_replace@plt
     0.00%  gnome-shell      libst-1.0.so                             [.] st_widget_paint_background
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] native_write_msr
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  chrome           chrome                                   [.] 0x00000000028969c6
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] check_preempt_curr
     0.00%  Web Content      libxul.so                                [.] 0x00000000029888b0
     0.00%  Web Content      libxul.so                                [.] 0x0000000003f5b076
     0.00%  chrome           chrome                                   [.] 0x0000000006e537d9
     0.00%  pgrep            [kernel.kallsyms]                        [k] update_cfs_group
     0.00%  gnome-shell      libmutter-cogl-2.so                      [.] 0x0000000000027edd
     0.00%  Xorg             [kernel.kallsyms]                        [k] syscall_return_via_sysret
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                        [k] __indirect_thunk_start
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] __insert_vmap_area
     0.00%  chrome           chrome                                   [.] 0x000000000341f7a0
     0.00%  gnome-shell      libgjs.so.0.0.0                          [.] gjs_value_from_g_argument
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bc832a
     0.00%  chrome           chrome                                   [.] 0x00000000019b1601
     0.00%  stremio          libc-2.27.so                             [.] _int_malloc
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] __x86_indirect_thunk_rbx
     0.00%  swapper          [kernel.kallsyms]                        [k] sched_clock_cpu
     0.00%  chrome           chrome                                   [.] 0x00000000037c06b0
     0.00%  Xorg             [kernel.kallsyms]                        [k] lock_hrtimer_base.isra.20
     0.00%  gnome-shell      i965_dri.so                              [.] 0x0000000000491600
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_check_broadcast_expired
     0.00%  stremio          libQt5XcbQpa.so.5.9.5                    [.] 0x000000000009d1d8
     0.00%  Web Content      [kernel.kallsyms]                        [k] __fsnotify_parent
     0.00%  kworker/4:3      [kernel.kallsyms]                        [k] i915_gem_object_put_pages_gtt
     0.00%  pgrep            [kernel.kallsyms]                        [k] mem_cgroup_try_charge
     0.00%  swapper          [kernel.kallsyms]                        [k] cpu_startup_entry
     0.00%  Compositor       [vdso]                                   [.] __vdso_clock_gettime
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_gem_madvise_ioctl
     0.00%  chrome           libpthread-2.27.so                       [.] __libc_recvmsg
     0.00%  stremio          libc-2.27.so                             [.] malloc
     0.00%  gnome-shell      libharfbuzz.so.0.10702.0                 [.] 0x000000000002872f
