# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles:ppp'
# Event count (approx.): 23039810842
#
# Overhead  Command          Shared Object                           Symbol                                                                                                                                                                                                          
# ........  ...............  ......................................  ................................................................................................................................................................................................................
#
     0.01%  gnome-shell      libpthread-2.27.so                      [.] __pthread_mutex_unlock
     0.01%  node             node                                    [.] _ZN2v88internal10ParserBaseINS0_9PreParserEE21ParseBinaryExpressionEibPb
     0.01%  Web Content      perf-8809.map                           [.] 0x0000357ba1225090
     0.01%  gnome-shell      libglib-2.0.so.0.5600.3                 [.] g_mutex_unlock
     0.01%  Xorg             [kernel.kallsyms]                       [k] kmem_cache_alloc_trace
     0.01%  pgrep            [kernel.kallsyms]                       [k] filename_lookup
     0.01%  pgrep            [kernel.kallsyms]                       [k] follow_managed
     0.01%  gnome-shell      libmutter-cogl-2.so                     [.] _cogl_pipeline_foreach_layer_internal
     0.01%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] g_object_info_get_n_properties
     0.01%  teamviewerd      [kernel.kallsyms]                       [k] next_tgid
     0.01%  Chrome_ChildIOT  libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.01%  pgrep            libprocps.so.6.0.0                      [.] 0x00000000000077b0
     0.01%  pgrep            [kernel.kallsyms]                       [k] apparmor_file_open
     0.01%  pgrep            libprocps.so.6.0.0                      [.] 0x0000000000006423
     0.01%  pgrep            [kernel.kallsyms]                       [k] terminate_walk
     0.01%  gnome-shell      libst-1.0.so                            [.] _st_theme_node_ensure_geometry
     0.01%  gnome-shell      libgirepository-1.0.so.1.0.0            [.] g_irepository_get_type
     0.01%  gnome-shell      libgobject-2.0.so.0.5600.3              [.] 0x0000000000020260
     0.01%  Chrome_ChildIOT  libc-2.27.so                            [.] epoll_wait
     0.01%  pgrep            [kernel.kallsyms]                       [k] mutex_lock
     0.01%  pgrep            [kernel.kallsyms]                       [k] from_kuid_munged
     0.01%  gnome-shell      perf-2381.map                           [.] 0x00000bdc42bf4356
     0.01%  Xorg             Xorg                                    [.] 0x000000000005ef0f
     0.01%  chrome           [vdso]                                  [.] __vdso_clock_gettime
     0.01%  pgrep            [kernel.kallsyms]                       [k] memset_erms
     0.01%  stremio          [kernel.kallsyms]                       [k] common_file_perm
     0.01%  pgrep            [kernel.kallsyms]                       [k] mutex_unlock
     0.01%  stremio          libglib-2.0.so.0.5600.3                 [.] g_mutex_unlock
     0.01%  pgrep            [kernel.kallsyms]                       [k] pid_delete_dentry
     0.01%  pgrep            [kernel.kallsyms]                       [k] proc_pid_permission
     0.01%  Web Content      [unknown]                               [k] 0xfffffe000000601b
     0.01%  node             node                                    [.] _ZN2v88internal8compiler18OperatorProperties15HasContextInputEPKNS1_8OperatorE
     0.01%  pgrep            [kernel.kallsyms]                       [k] vma_interval_tree_insert
     0.01%  swapper          [kernel.kallsyms]                       [k] select_task_rq_fair
     0.01%  gnome-shell      libmozjs-52.so.0.0.0                    [.] _Z21JS_GetInstancePrivateP9JSContextN2JS6HandleIP8JSObjectEEPK7JSClassPNS1_8CallArgsE
     0.01%  stremio          [kernel.kallsyms]                       [k] unix_stream_read_generic
     0.01%  gnome-shell      libmutter-cogl-2.so                     [.] cogl_matrix_init_identity
     0.01%  node             libpthread-2.27.so                      [.] pthread_sigmask
     0.01%  Xorg             libGL.so.1.0.0                          [.] glFlush
     0.01%  swapper          [kernel.kallsyms]                       [k] rcu_eqs_enter_common.constprop.71
     0.01%  node             node                                    [.] _ZN2v88internal10ParserBaseINS0_6ParserEE7ConsumeENS0_5Token5ValueE.isra.405.part.406
     0.01%  chrome           chrome                                  [.] 0x000000000343c097
     0.01%  Xorg             libglamoregl.so                         [.] 0x000000000000d7a3
     0.01%  Chrome_ChildIOT  chrome                                  [.] free
     0.01%  Timer            firefox                                 [.] free
     0.01%  stremio          [kernel.kallsyms]                       [k] update_cfs_rq_h_load
     0.01%  Timer            [kernel.kallsyms]                       [k] schedule
     0.01%  stremio          libdbus-1.so.3.19.4                     [.] dbus_connection_get_dispatch_status
     0.01%  sublime_text     libc-2.27.so                            [.] __memmove_avx_unaligned_erms
     0.01%  Xorg             libc-2.27.so                            [.] _int_malloc
     0.01%  gnome-shell      libcairo.so.2.11510.0                   [.] cairo_matrix_init_identity
     0.01%  pgrep            [kernel.kallsyms]                       [k] pid_task
     0.01%  InputThread      libinput.so.10.13.0                     [.] 0x0000000000015270
     0.01%  chrome           chrome                                  [.] 0x0000000001c70779
     0.01%  gnome-terminal-  libxcb.so.1.1.0                         [.] 0x000000000000e30a
     0.01%  Xorg             Xorg                                    [.] GrabMatchesSecond
     0.01%  pgrep            [kernel.kallsyms]                       [k] native_irq_return_iret
     0.01%  Xorg             i965_dri.so                             [.] 0x0000000000312ff2
     0.01%  pgrep            [kernel.kallsyms]                       [k] copy_user_enhanced_fast_string
     0.01%  gnome-shell      libmutter-cogl-2.so                     [.] 0x0000000000039fd1
     0.01%  teamviewerd      [kernel.kallsyms]                       [k] __d_lookup
     0.01%  swapper          [kernel.kallsyms]                       [k] kmem_cache_free
     0.01%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x00000000005c99b0
     0.01%  gnome-shell      libglib-2.0.so.0.5600.3                 [.] g_private_replace
     0.01%  stremio          [kernel.kallsyms]                       [k] select_task_rq_fair
     0.01%  pgrep            [kernel.kallsyms]                       [k] proc_fill_cache
     0.01%  chrome           libc-2.27.so                            [.] __strlen_avx2
     0.01%  gnome-shell      libmutter-cogl-2.so                     [.] cogl_object_get_user_data
     0.01%  node             node                                    [.] _ZN2v88internal18StackFrameIteratorC2EPNS0_7IsolateE
     0.01%  sublime_text     sublime_text                            [.] 0x0000000000244b52
     0.01%  stremio          libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.01%  gnome-shell      libmozjs-52.so.0.0.0                    [.] 0x0000000000611980
     0.01%  gnome-shell      libglib-2.0.so.0.5600.3                 [.] 0x000000000006e0a0
     0.01%  Chrome_IOThread  libevent-2.1.so.6.0.2                   [.] event_base_loop
     0.01%  Timer            libxul.so                               [.] 0x00000000008ec0a0
     0.01%  chrome           chrome                                  [.] 0x000000000678f210
     0.01%  gnome-shell      libgobject-2.0.so.0.5600.3              [.] g_type_class_peek
     0.01%  gnome-shell      [kernel.kallsyms]                       [k] alloc_vmap_area
     0.01%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] update_curr
     0.01%  Compositor       libstdc++.so.6.0.25                     [.] 0x00000000000a9e33
     0.01%  Xorg             [kernel.kallsyms]                       [k] find_vma
     0.01%  pgrep            [kernel.kallsyms]                       [k] mmap_region
     0.01%  Web Content      firefox                                 [.] malloc
     0.01%  Xorg             [kernel.kallsyms]                       [k] _raw_write_lock
     0.01%  plugin_host      plugin_host                             [.] _ZN11shm_channel10read_bytesEPcmi
     0.01%  node             node                                    [.] _ZN2v88internal10FixedArray3setEiPNS0_6ObjectENS0_16WriteBarrierModeE
     0.01%  Xorg             libdrm_nouveau.so.2.0.0                 [.] nouveau_pushbuf_space
     0.01%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.01%  gnome-shell      ld-2.27.so                              [.] strcmp
     0.01%  90captive_porta  [kernel.kallsyms]                       [k] unmap_page_range
     0.01%  stremio          libglib-2.0.so.0.5600.3                 [.] g_mutex_lock
     0.01%  Chrome_IOThread  [kernel.kallsyms]                       [k] _find_next_bit
     0.01%  swapper          [kernel.kallsyms]                       [k] tsc_verify_tsc_adjust
     0.01%  swapper          [kernel.kallsyms]                       [k] decay_load
     0.01%  stremio          [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.01%  Xorg             [kernel.kallsyms]                       [k] do_iter_readv_writev
     0.01%  sublime_text     sublime_text                            [.] 0x00000000001cd3e9
     0.01%  node             node                                    [.] _ZNKSt8_Rb_treeISt5tupleIJN2v88internal16FeedbackSlotKindEiPKvEESt4pairIKS6_NS2_12FeedbackSlotEESt10_Select1stISA_ESt4lessIS6_ENS2_13ZoneAllocatorISA_EEE4findERS8_
     0.01%  gnome-shell      libmutter-clutter-2.so                  [.] g_type_check_instance_is_a@plt
     0.01%  sublime_text     sublime_text                            [.] 0x000000000022f4c0
     0.01%  pgrep            [kernel.kallsyms]                       [k] __rb_insert_augmented
     0.01%  sublime_text     libc-2.27.so                            [.] malloc
     0.01%  Chrome_IOThread  [kernel.kallsyms]                       [k] _raw_spin_lock_irqsave
     0.01%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010da9af
     0.01%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] entry_SYSCALL_64_after_hwframe
     0.01%  perf             libc-2.27.so                            [.] __strstr_sse2
     0.01%  Chrome_IOThread  [kernel.kallsyms]                       [k] switch_mm_irqs_off
     0.01%  swapper          [kernel.kallsyms]                       [k] enqueue_task_fair
     0.01%  Web Content      [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.01%  chrome           [kernel.kallsyms]                       [k] entry_SYSCALL_64_stage2
